participant,trial_name,stair_height,direction,trans_leg,start_time,end_time
AB28,Stair_2_R_01_06,5,ascent,rl,75.265,77.745
AB28,Stair_2_R_01_06,5,descent,rl,82.02,84.2
AB28,Stair_3_L_01_01,6,ascent,lr,17.105,18.22
AB28,Stair_3_L_01_01,6,descent,lr,22.795,23.87
AB28,Stair_3_L_01_02,6,ascent,lr,29.05,30.2
AB28,Stair_3_L_01_02,6,descent,lr,35.555,36.645
AB28,Stair_3_L_01_03,6,ascent,lr,41.82,43
AB28,Stair_3_L_01_03,6,descent,lr,48.285,49.27
AB28,Stair_3_L_01_04,6,ascent,lr,54.175,55.355
AB28,Stair_3_L_01_04,6,descent,lr,60.04,61.145
AB28,Stair_3_L_01_05,6,ascent,lr,66.745,67.92
AB28,Stair_3_L_01_05,6,descent,lr,72.745,73.87
AB28,Stair_3_R_01_01,6,ascent,rl,10.27,12.74
AB28,Stair_3_R_01_01,6,descent,rl,16.85,19.15
AB28,Stair_3_R_01_02,6,ascent,rl,23.31,25.73
AB28,Stair_3_R_01_02,6,descent,rl,29.625,31.87
AB28,Stair_3_R_01_03,6,ascent,rl,36.22,38.66
AB28,Stair_3_R_01_03,6,descent,rl,42.6,44.765
AB28,Stair_3_R_01_04,6,ascent,rl,48.97,51.415
AB28,Stair_3_R_01_04,6,descent,rl,55.56,57.855
AB28,Stair_3_R_01_05,6,ascent,rl,62.265,64.675
AB28,Stair_3_R_01_05,6,descent,rl,69.055,71.3
AB28,Stair_4_L_01_01,7,ascent,lr,16,17.185
AB28,Stair_4_L_01_01,7,descent,lr,22.595,23.645
AB28,Stair_4_L_01_02,7,ascent,lr,29.045,30.225
AB28,Stair_4_L_01_02,7,descent,lr,36.095,37.225
AB28,Stair_4_L_01_03,7,ascent,lr,42.615,43.805
AB28,Stair_4_L_01_03,7,descent,lr,49.63,50.765
AB28,Stair_4_L_01_04,7,ascent,lr,56.38,57.635
AB28,Stair_4_L_01_04,7,descent,lr,63.14,64.27
AB28,Stair_4_L_01_05,7,ascent,lr,70.57,71.78
AB28,Stair_4_L_01_05,7,descent,lr,76.87,77.955
AB28,Stair_4_R_01_01,7,ascent,rl,10.285,12.8
AB28,Stair_4_R_01_01,7,descent,rl,17.395,19.595
AB28,Stair_4_R_01_02,7,ascent,rl,23.92,26.445
AB28,Stair_4_R_01_02,7,descent,rl,30.975,33.19
AB28,Stair_4_R_01_03,7,ascent,rl,37.505,39.98
AB28,Stair_4_R_01_03,7,descent,rl,44.52,46.79
AB28,Stair_4_R_01_04,7,ascent,rl,51.27,53.775
AB28,Stair_4_R_01_04,7,descent,rl,58.39,60.635
AB28,Stair_4_R_01_05,7,ascent,rl,65.08,67.605
AB28,Stair_4_R_01_05,7,descent,rl,73.135,75.415
