participant,trial_name,stair_height,direction,trans_leg,start_time,end_time
AB11,stair_2_l_01_03,5,descent,lr,61.42,62.99
AB11,stair_2_l_01_04,5,ascent,lr,70.18,71.83
AB11,stair_2_l_01_04,5,descent,lr,80.075,81.66
AB11,stair_2_l_01_05,5,ascent,lr,90.05,91.775
AB11,stair_2_l_01_05,5,descent,lr,99.845,101.455
AB11,stair_2_r_01_01,5,ascent,rl,12.01,15.445
AB11,stair_2_r_01_01,5,descent,rl,21.97,24.955
AB11,stair_2_r_01_02,5,ascent,rl,31.435,34.935
AB11,stair_2_r_01_02,5,descent,rl,40.825,43.99
AB11,stair_2_r_01_03,5,ascent,rl,50.165,53.635
AB11,stair_2_r_01_03,5,descent,rl,59.75,62.995
AB11,stair_2_r_01_04,5,ascent,rl,69.135,72.5
AB11,stair_2_r_01_04,5,descent,rl,79.06,82.22
AB11,stair_2_r_01_05,5,ascent,rl,88.715,92.115
AB11,stair_2_r_01_05,5,descent,rl,101.035,104.2
AB11,stair_3_l_01_01,6,ascent,lr,10.4,12.1
AB11,stair_3_l_01_01,6,descent,lr,19.87,21.57
AB11,stair_3_l_01_02,6,ascent,lr,28.805,30.555
AB11,stair_3_l_01_02,6,descent,lr,38.79,40.44
AB11,stair_3_l_01_03,6,ascent,lr,48.03,49.725
AB11,stair_3_l_01_03,6,descent,lr,58.225,59.895
AB11,stair_3_l_01_04,6,ascent,lr,68.445,70.305
AB11,stair_3_l_01_04,6,descent,lr,80.195,81.735
AB11,stair_3_l_01_05,6,ascent,lr,94.285,96.14
AB11,stair_3_l_01_05,6,descent,lr,104.15,105.585
AB11,stair_3_r_01_01,6,ascent,rl,9.5,12.895
AB11,stair_3_r_01_01,6,descent,rl,18.87,21.91
AB11,stair_3_r_01_02,6,ascent,rl,27.68,31.365
AB11,stair_3_r_01_02,6,descent,rl,37.69,40.9
AB11,stair_3_r_01_03,6,ascent,rl,46.84,50.805
AB11,stair_3_r_01_03,6,descent,rl,57.105,60.295
AB11,stair_3_r_01_04,6,ascent,rl,66.465,69.84
AB11,stair_3_r_01_04,6,descent,rl,75.74,78.865
AB11,stair_3_r_01_05,6,ascent,rl,84.495,87.75
AB11,stair_3_r_01_05,6,descent,rl,93.395,96.365
AB11,stair_4_l_01_01,7,ascent,lr,9.3,11.09
AB11,stair_4_l_01_01,7,descent,lr,18.96,20.445
AB11,stair_4_l_01_02,7,ascent,lr,28.09,29.96
AB11,stair_4_l_01_02,7,descent,lr,38.335,39.88
AB11,stair_4_l_01_03,7,ascent,lr,47.995,49.765
AB11,stair_4_l_01_03,7,descent,lr,58.65,60.195
AB11,stair_4_l_01_04,7,ascent,lr,68.2,70.085
AB11,stair_4_l_01_04,7,descent,lr,78.43,80.125
AB11,stair_4_l_01_05,7,ascent,lr,87.73,89.59
AB11,stair_4_l_01_05,7,descent,lr,97.915,99.76
AB11,stair_4_r_01_01,7,ascent,rl,8.58,11.955
AB11,stair_4_r_01_01,7,descent,rl,17.695,20.83
AB11,stair_4_r_01_02,7,ascent,rl,26.68,30.11
AB11,stair_4_r_01_02,7,descent,rl,35.47,38.59
AB11,stair_4_r_01_03,7,ascent,rl,44.58,48.05
AB11,stair_4_r_01_03,7,descent,rl,54.29,57.36
AB11,stair_4_r_01_04,7,ascent,rl,63.725,67.185
AB11,stair_4_r_01_04,7,descent,rl,73.465,76.895
AB11,stair_4_r_01_05,7,ascent,rl,85.75,89.225
AB11,stair_4_r_01_05,7,descent,rl,94.92,98.205
AB11,stair_4_r_02_01,7,ascent,rl,8.15,11.655
AB11,stair_4_r_02_01,7,descent,rl,17.995,21.12
AB12,stair_1_l_01_01,4,ascent,lr,7.395,8.645
AB12,stair_1_l_01_01,4,descent,lr,14.445,15.465
AB12,stair_1_l_01_02,4,ascent,lr,21.475,22.595
AB12,stair_1_l_01_02,4,descent,lr,27.66,28.605
AB12,stair_1_l_01_03,4,ascent,lr,34.425,35.465
AB12,stair_1_l_01_03,4,descent,lr,40.585,41.6
AB12,stair_1_l_01_04,4,ascent,lr,47.91,48.965
AB12,stair_1_l_01_04,4,descent,lr,54.505,55.505
AB12,stair_1_l_01_05,4,ascent,lr,61.7,62.79
AB12,stair_1_l_01_05,4,descent,lr,68.39,69.365
AB12,stair_1_r_01_01,4,ascent,rl,10.6,13.14
AB12,stair_1_r_01_01,4,descent,rl,18.27,20.57
AB12,stair_1_r_01_02,4,ascent,rl,25.925,28.295
AB12,stair_1_r_01_02,4,descent,rl,33.29,35.38
AB12,stair_1_r_01_03,4,ascent,rl,39.95,42.295
AB12,stair_1_r_01_03,4,descent,rl,47.11,49.355
AB12,stair_1_r_01_04,4,ascent,rl,54.23,56.65
AB12,stair_1_r_01_04,4,descent,rl,61.525,63.64
AB12,stair_1_r_01_05,4,ascent,rl,68.505,70.785
AB12,stair_1_r_01_05,4,descent,rl,75.45,77.58
AB12,stair_2_l_01_01,5,ascent,lr,9.17,10.24
AB12,stair_2_l_01_01,5,descent,lr,15.77,16.685
AB12,stair_2_l_01_02,5,ascent,lr,21.975,22.985
AB12,stair_2_l_01_02,5,descent,lr,28.21,29.275
AB12,stair_2_l_01_03,5,ascent,lr,35.005,36.1
AB12,stair_2_l_01_03,5,descent,lr,41.68,42.585
AB12,stair_2_l_01_04,5,ascent,rl,48.14,50.305
AB12,stair_2_l_01_04,5,descent,lr,55.25,56.245
AB12,stair_2_l_01_05,5,ascent,lr,62.395,63.485
AB12,stair_2_l_01_05,5,descent,lr,68.74,69.765
AB12,stair_2_r_01_01,5,ascent,rl,9.695,12.115
AB12,stair_2_r_01_01,5,descent,rl,16.43,18.28
AB12,stair_2_r_01_02,5,ascent,rl,22.455,24.615
AB12,stair_2_r_01_02,5,descent,rl,28.22,30.3
AB12,stair_2_r_01_03,5,ascent,rl,34.315,36.515
AB12,stair_2_r_01_03,5,descent,rl,40.455,42.575
AB12,stair_2_r_02_01,5,ascent,rl,17.965,20.255
AB12,stair_2_r_02_01,5,descent,rl,24.425,26.46
AB12,stair_2_r_02_02,5,ascent,rl,31.265,33.58
AB12,stair_2_r_02_02,5,descent,rl,38.03,40.115
AB12,stair_2_r_02_03,5,ascent,rl,44.945,47.215
AB12,stair_2_r_02_03,5,descent,rl,51.845,53.93
AB12,stair_2_r_02_04,5,ascent,rl,58.585,60.8
AB12,stair_2_r_02_04,5,descent,rl,65.17,67.17
AB12,stair_3_l_01_01,6,ascent,lr,6.08,7.195
AB12,stair_3_l_01_01,6,descent,lr,12.855,13.88
AB12,stair_3_l_01_02,6,ascent,lr,19.385,20.485
AB12,stair_3_l_01_02,6,descent,lr,26.165,27.115
AB12,stair_3_l_01_03,6,ascent,lr,32.835,33.925
AB12,stair_3_l_01_03,6,descent,lr,39.55,40.545
AB12,stair_3_l_01_04,6,ascent,lr,46.71,47.79
AB12,stair_3_l_01_04,6,descent,lr,53.215,54.295
AB12,stair_3_l_01_05,6,ascent,lr,60.155,61.245
AB12,stair_3_l_01_05,6,descent,lr,67.09,68.075
AB12,stair_3_r_01_01,6,ascent,rl,12.945,15.265
AB12,stair_3_r_01_01,6,descent,rl,19.165,21.225
AB12,stair_3_r_01_02,6,ascent,rl,25.65,27.915
AB12,stair_3_r_01_02,6,descent,rl,32.32,34.445
AB12,stair_3_r_01_03,6,ascent,rl,39,41.24
AB12,stair_3_r_01_03,6,descent,rl,45.835,47.855
AB12,stair_3_r_01_04,6,ascent,rl,53.01,55.33
AB12,stair_3_r_01_04,6,descent,rl,60.22,62.305
AB12,stair_3_r_01_05,6,ascent,rl,67.05,69.335
AB12,stair_3_r_01_05,6,descent,rl,74.115,76.22
AB12,stair_4_l_01_01,7,ascent,lr,11.775,12.915
AB12,stair_4_l_01_01,7,descent,lr,18.5,19.53
AB12,stair_4_l_01_02,7,ascent,lr,25.54,26.7
AB12,stair_4_l_01_02,7,descent,lr,32.13,33.115
AB12,stair_4_l_01_03,7,ascent,lr,38.97,40.115
AB12,stair_4_l_01_03,7,descent,lr,47.14,48.245
AB12,stair_4_l_01_04,7,ascent,lr,53.815,54.93
AB12,stair_4_l_01_04,7,descent,lr,60.82,61.835
AB12,stair_4_l_01_05,7,ascent,lr,76.6,77.73
AB12,stair_4_l_01_05,7,descent,lr,83.35,84.275
AB12,stair_4_r_01_01,7,ascent,rl,7.835,10.305
AB12,stair_4_r_01_01,7,descent,rl,14.76,17.045
AB12,stair_4_r_01_02,7,ascent,rl,21.86,24.38
AB12,stair_4_r_01_02,7,descent,rl,28.995,31.095
AB12,stair_4_r_01_03,7,ascent,rl,35.615,38.105
AB12,stair_4_r_01_03,7,descent,rl,43.01,45.07
AB12,stair_4_r_02_01,7,ascent,rl,11.77,14.04
AB12,stair_4_r_02_01,7,descent,rl,18.75,20.865
AB12,stair_4_r_02_02,7,ascent,rl,25.755,28.11
AB12,stair_4_r_02_02,7,descent,rl,32.64,34.735
AB12,stair_4_r_02_03,7,ascent,rl,39.62,41.955
AB12,stair_4_r_02_03,7,descent,rl,46.49,48.54
AB13,stair_1_l_01_01,4,ascent,lr,12.39,13.57
AB13,stair_1_l_01_01,4,descent,lr,20.165,21.215
AB13,stair_1_l_01_02,4,ascent,lr,27.19,28.355
AB13,stair_1_l_01_02,4,descent,lr,34.165,35.29
AB13,stair_1_l_01_03,4,ascent,lr,41.105,42.305
AB13,stair_1_l_01_03,4,descent,lr,47.88,48.95
AB13,stair_1_l_01_04,4,ascent,lr,54.47,55.61
AB13,stair_1_l_01_04,4,descent,lr,61.31,62.365
AB13,stair_1_l_01_05,4,ascent,lr,67.71,68.75
AB13,stair_1_l_01_05,4,descent,lr,74.345,75.385
AB13,stair_1_r_01_01,4,ascent,rl,13.59,16.15
AB13,stair_1_r_01_01,4,descent,rl,23.75,25.915
AB13,stair_1_r_01_02,4,ascent,rl,37.155,39.4
AB13,stair_1_r_01_02,4,descent,rl,44.205,46.38
AB13,stair_1_r_01_03,4,ascent,rl,51.805,54.325
AB13,stair_1_r_01_03,4,descent,rl,59.295,61.63
AB13,stair_1_r_01_04,4,ascent,rl,67.125,69.54
AB13,stair_1_r_01_04,4,descent,rl,74.47,76.81
AB13,stair_2_l_01_01,5,ascent,lr,13.695,14.855
AB13,stair_2_l_01_01,5,descent,lr,22.905,24
AB13,stair_2_l_01_02,5,ascent,lr,29.72,30.88
AB13,stair_2_l_01_02,5,descent,lr,36.69,37.775
AB13,stair_2_l_01_03,5,ascent,lr,43.685,44.875
AB13,stair_2_l_01_03,5,descent,lr,51.22,52.35
AB13,stair_2_l_01_04,5,ascent,lr,60.845,61.995
AB13,stair_2_l_01_04,5,descent,lr,68.03,69.31
AB13,stair_2_l_01_05,5,ascent,lr,75.595,76.78
AB13,stair_2_l_01_05,5,descent,lr,82.365,83.445
AB13,stair_2_r_01_01,5,ascent,rl,14.03,16.175
AB13,stair_2_r_01_01,5,descent,rl,20.385,22.495
AB13,stair_2_r_01_02,5,ascent,rl,26.94,29.1
AB13,stair_2_r_01_02,5,descent,rl,33.51,35.72
AB13,stair_2_r_01_03,5,ascent,rl,39.87,42.205
AB13,stair_2_r_01_03,5,descent,rl,52.135,54.43
AB13,stair_2_r_01_04,5,ascent,rl,59,61.245
AB13,stair_2_r_01_04,5,descent,rl,65.955,68.135
AB13,stair_2_r_01_05,5,ascent,rl,72.655,74.925
AB13,stair_2_r_01_05,5,descent,rl,79.42,81.57
AB13,stair_3_l_01_01,6,ascent,lr,13.005,14.195
AB13,stair_3_l_01_01,6,descent,lr,20.055,21.175
AB13,stair_3_l_01_02,6,ascent,lr,27.13,28.355
AB13,stair_3_l_01_02,6,descent,lr,34.415,35.555
AB13,stair_3_l_01_03,6,ascent,lr,41.415,42.61
AB13,stair_3_l_01_03,6,descent,lr,48.63,49.925
AB13,stair_3_l_01_04,6,ascent,lr,55.57,56.725
AB13,stair_3_l_01_04,6,descent,lr,62.815,63.935
AB13,stair_3_l_01_05,6,ascent,lr,69.46,70.69
AB13,stair_3_l_01_05,6,descent,lr,76.375,77.575
AB13,stair_3_r_01_01,6,ascent,rl,12.34,14.77
AB13,stair_3_r_01_01,6,descent,rl,19.27,21.62
AB13,stair_3_r_01_02,6,ascent,rl,26.28,28.7
AB13,stair_3_r_01_02,6,descent,rl,34.8,37.15
AB13,stair_3_r_01_03,6,ascent,rl,41.895,44.26
AB13,stair_3_r_01_03,6,descent,rl,48.71,50.985
AB13,stair_3_r_01_04,6,ascent,rl,55.34,57.65
AB13,stair_3_r_01_04,6,descent,rl,62.455,64.72
AB13,stair_3_r_01_05,6,ascent,rl,69.185,71.48
AB13,stair_3_r_01_05,6,descent,rl,75.87,78.22
AB13,stair_4_l_01_01,7,ascent,lr,10.93,12.26
AB13,stair_4_l_01_01,7,descent,lr,18.62,19.875
AB13,stair_4_l_01_02,7,ascent,lr,25.765,27.015
AB13,stair_4_l_01_02,7,descent,lr,33.22,34.48
AB13,stair_4_l_01_03,7,ascent,lr,40.515,41.78
AB13,stair_4_l_01_03,7,descent,lr,48.255,49.54
AB13,stair_4_l_01_04,7,ascent,lr,55.27,56.545
AB13,stair_4_l_01_04,7,descent,lr,62.43,63.715
AB13,stair_4_l_01_05,7,ascent,lr,69.84,71.18
AB13,stair_4_l_01_05,7,descent,lr,77.175,78.32
AB13,stair_4_r_01_01,7,ascent,rl,9.11,11.51
AB13,stair_4_r_01_01,7,descent,rl,16.14,18.795
AB13,stair_4_r_01_02,7,ascent,rl,23.59,26.14
AB13,stair_4_r_01_02,7,descent,rl,30.845,33.58
AB13,stair_4_r_01_03,7,ascent,rl,38.095,40.65
AB13,stair_4_r_01_03,7,descent,rl,45.715,48.245
AB13,stair_4_r_01_04,7,ascent,rl,52.41,54.945
AB13,stair_4_r_01_04,7,descent,rl,60.055,62.465
AB13,stair_4_r_01_05,7,ascent,rl,66.955,69.415
AB13,stair_4_r_01_05,7,descent,rl,74.49,77.095
AB14,stair_1_l_01_01,4,ascent,lr,9.065,10.015
AB14,stair_1_l_01_01,4,descent,lr,14.795,15.64
AB14,stair_1_l_01_02,4,ascent,lr,20.325,21.275
AB14,stair_1_l_01_02,4,descent,lr,26.295,27.19
AB14,stair_1_l_01_03,4,ascent,lr,32.265,33.225
AB14,stair_1_l_01_03,4,descent,lr,38.205,39.065
AB14,stair_1_l_01_04,4,ascent,lr,45.025,45.92
AB14,stair_1_l_01_04,4,descent,lr,51.455,52.365
AB14,stair_1_l_01_05,4,ascent,lr,57.67,58.615
AB14,stair_1_l_01_05,4,descent,lr,63.615,64.545
AB14,stair_1_r_01_01,4,ascent,rl,7.915,9.99
AB14,stair_1_r_01_01,4,descent,rl,14.275,16.16
AB14,stair_1_r_01_02,4,ascent,rl,20.525,22.525
AB14,stair_1_r_01_02,4,descent,rl,26.755,28.55
AB14,stair_1_r_01_03,4,ascent,rl,32.785,34.74
AB14,stair_1_r_01_03,4,descent,rl,38.93,40.7
AB14,stair_1_r_01_04,4,ascent,rl,44.715,46.655
AB14,stair_1_r_01_04,4,descent,rl,50.925,52.74
AB14,stair_1_r_01_05,4,ascent,rl,56.68,58.615
AB14,stair_1_r_01_05,4,descent,rl,62.55,64.275
AB14,stair_2_l_01_01,5,ascent,lr,8.99,9.945
AB14,stair_2_l_01_01,5,descent,lr,14.89,15.76
AB14,stair_2_l_01_02,5,ascent,lr,20.92,21.87
AB14,stair_2_l_01_02,5,descent,lr,26.84,27.755
AB14,stair_2_l_01_03,5,ascent,lr,32.805,33.73
AB14,stair_2_l_01_03,5,descent,lr,38.84,39.71
AB14,stair_2_l_01_04,5,ascent,lr,45.225,46.17
AB14,stair_2_l_01_04,5,descent,lr,51.29,52.175
AB14,stair_2_l_01_05,5,ascent,lr,57.285,58.23
AB14,stair_2_l_01_05,5,descent,lr,63.37,64.29
AB14,stair_2_r_01_01,5,ascent,rl,6.695,8.55
AB14,stair_2_r_01_01,5,descent,rl,12.715,14.47
AB14,stair_2_r_01_02,5,ascent,rl,18.63,20.5
AB14,stair_2_r_01_02,5,descent,rl,24.63,26.495
AB14,stair_2_r_01_03,5,ascent,rl,30.55,32.49
AB14,stair_2_r_01_03,5,descent,rl,36.74,38.59
AB14,stair_2_r_01_04,5,ascent,rl,42.995,44.915
AB14,stair_2_r_01_04,5,descent,rl,49.345,51.14
AB14,stair_2_r_01_05,5,ascent,rl,55.5,57.405
AB14,stair_2_r_01_05,5,descent,rl,61.6,63.39
AB14,stair_3_l_01_01,6,ascent,lr,8.11,9.065
AB14,stair_3_l_01_01,6,descent,lr,14.075,14.925
AB14,stair_3_l_01_02,6,ascent,lr,19.875,20.81
AB14,stair_3_l_01_02,6,descent,lr,25.98,26.905
AB14,stair_3_l_01_03,6,ascent,lr,32.09,33.045
AB14,stair_3_l_01_03,6,descent,lr,38.485,39.345
AB14,stair_3_l_01_04,6,ascent,lr,44.465,45.425
AB14,stair_3_l_01_04,6,descent,lr,50.605,51.555
AB14,stair_3_l_01_05,6,ascent,lr,56.965,57.935
AB14,stair_3_l_01_05,6,descent,lr,63.48,64.395
AB14,stair_3_r_01_01,6,ascent,rl,8.465,10.415
AB14,stair_3_r_01_01,6,descent,rl,14.29,16.07
AB14,stair_3_r_01_02,6,ascent,rl,20.125,22.11
AB14,stair_3_r_01_02,6,descent,rl,26.23,28.12
AB14,stair_3_r_01_03,6,ascent,rl,32.53,34.445
AB14,stair_3_r_01_03,6,descent,rl,38.995,40.885
AB14,stair_3_r_01_04,6,ascent,rl,45.18,47.11
AB14,stair_3_r_01_04,6,descent,rl,51.645,53.44
AB14,stair_3_r_01_05,6,ascent,rl,57.58,59.54
AB14,stair_3_r_01_05,6,descent,rl,63.565,65.43
AB14,stair_4_l_01_01,7,ascent,lr,10.185,11.1
AB14,stair_4_l_01_01,7,descent,lr,16.05,16.895
AB14,stair_4_l_01_02,7,ascent,lr,22.15,23.08
AB14,stair_4_l_01_02,7,descent,lr,28.555,29.445
AB14,stair_4_l_01_03,7,ascent,lr,34.835,35.745
AB14,stair_4_l_01_03,7,descent,lr,41.01,41.91
AB14,stair_4_l_01_04,7,ascent,lr,47.03,47.99
AB14,stair_4_l_01_04,7,descent,lr,53.675,54.6
AB14,stair_4_l_01_05,7,ascent,lr,62.915,63.895
AB14,stair_4_l_01_05,7,descent,lr,69.13,70.085
AB14,stair_4_r_01_01,7,ascent,rl,11.79,13.74
AB14,stair_4_r_01_01,7,descent,rl,17.96,19.735
AB14,stair_4_r_01_02,7,ascent,rl,23.705,25.62
AB14,stair_4_r_01_02,7,descent,rl,29.92,31.78
AB14,stair_4_r_01_03,7,ascent,rl,36.22,38.12
AB14,stair_4_r_01_03,7,descent,rl,42.51,44.415
AB14,stair_4_r_01_04,7,ascent,rl,48.715,50.615
AB14,stair_4_r_01_04,7,descent,rl,55.09,56.97
AB14,stair_4_r_01_05,7,ascent,rl,61.205,63.145
AB14,stair_4_r_01_05,7,descent,rl,67.545,69.415
AB15,stair_1_l_01_01,4,ascent,lr,10.225,11.4
AB15,stair_1_l_01_01,4,descent,lr,18.025,18.97
AB15,stair_1_l_01_02,4,ascent,lr,24.4,25.725
AB15,stair_1_l_01_02,4,descent,lr,31.07,32.07
AB15,stair_1_l_01_03,4,ascent,lr,37.495,38.665
AB15,stair_1_l_01_03,4,descent,lr,43.765,44.815
AB15,stair_1_l_01_04,4,ascent,lr,50.815,52.095
AB15,stair_1_l_01_04,4,descent,lr,58.285,59.355
AB15,stair_1_l_01_05,4,ascent,lr,65.43,66.525
AB15,stair_1_l_01_05,4,descent,lr,72.15,73.15
AB15,stair_1_r_01_01,4,ascent,rl,11.165,13.66
AB15,stair_1_r_01_01,4,descent,rl,17.6,19.625
AB15,stair_1_r_01_02,4,ascent,rl,24.045,26.375
AB15,stair_1_r_01_02,4,descent,rl,30.38,32.45
AB15,stair_1_r_01_03,4,ascent,rl,37.06,39.33
AB15,stair_1_r_01_03,4,descent,rl,43.355,45.48
AB15,stair_1_r_01_04,4,ascent,rl,49.89,52.345
AB15,stair_1_r_01_04,4,descent,rl,56.8,58.9
AB15,stair_1_r_01_05,4,ascent,rl,64.01,66.29
AB15,stair_1_r_01_05,4,descent,rl,70.09,72.15
AB15,stair_2_l_01_01,5,ascent,lr,11.005,12.27
AB15,stair_2_l_01_01,5,descent,lr,17.245,18.26
AB15,stair_2_l_01_02,5,ascent,lr,22.965,24.12
AB15,stair_2_l_01_02,5,descent,lr,28.88,29.865
AB15,stair_2_l_01_03,5,ascent,lr,35.845,36.97
AB15,stair_2_l_01_03,5,descent,lr,43.875,45.01
AB15,stair_2_l_01_04,5,ascent,lr,51.13,52.45
AB15,stair_2_l_01_04,5,descent,rr,55.03,59.78
AB15,stair_2_l_01_05,5,ascent,lr,65.565,66.69
AB15,stair_2_l_01_05,5,descent,lr,72.685,73.71
AB15,stair_2_r_01_01,5,ascent,rl,12.52,15.075
AB15,stair_2_r_01_01,5,descent,rl,18.965,21.185
AB15,stair_2_r_01_02,5,ascent,rl,25.23,27.795
AB15,stair_2_r_01_02,5,descent,rl,31.75,33.925
AB15,stair_2_r_01_03,5,ascent,rl,37.645,40.18
AB15,stair_2_r_01_03,5,descent,rl,44.065,46.285
AB15,stair_2_r_01_04,5,ascent,rl,50.78,53.21
AB15,stair_2_r_01_04,5,descent,rl,57.59,60
AB15,stair_2_r_01_05,5,ascent,rl,65.625,68.215
AB15,stair_2_r_01_05,5,descent,rl,72.25,74.445
AB15,stair_3_l_01_01,6,ascent,lr,8.27,9.47
AB15,stair_3_l_01_01,6,descent,lr,14.315,15.28
AB15,stair_3_l_01_02,6,ascent,lr,20.675,21.875
AB15,stair_3_l_01_02,6,descent,lr,27.97,29.085
AB15,stair_3_l_01_03,6,ascent,lr,35.04,36.215
AB15,stair_3_l_01_03,6,descent,lr,42.075,43.145
AB15,stair_3_l_01_04,6,ascent,lr,49.07,50.27
AB15,stair_3_l_01_04,6,descent,lr,56.09,57.03
AB15,stair_3_l_01_05,6,ascent,lr,63.665,64.88
AB15,stair_3_l_01_05,6,descent,lr,69.805,70.74
AB15,stair_3_r_01_01,6,ascent,rl,11.09,13.58
AB15,stair_3_r_01_01,6,descent,rl,17.29,19.25
AB15,stair_3_r_01_02,6,ascent,rl,22.9,25.19
AB15,stair_3_r_01_02,6,descent,rl,28.895,30.93
AB15,stair_3_r_01_03,6,ascent,rl,34.555,36.805
AB15,stair_3_r_01_03,6,descent,rl,41.42,43.535
AB15,stair_3_r_02_01,6,ascent,rl,11.405,13.86
AB15,stair_3_r_02_01,6,descent,rl,17.52,19.475
AB15,stair_3_r_02_02,6,ascent,rl,23.49,25.7
AB15,stair_3_r_02_02,6,descent,rl,29.33,31.415
AB15,stair_3_r_02_03,6,ascent,rl,35.835,38.21
AB15,stair_3_r_02_03,6,descent,rl,42.07,44.07
AB15,stair_4_l_01_01,7,ascent,lr,13.735,15.035
AB15,stair_4_l_01_01,7,descent,lr,21.025,22
AB15,stair_4_l_01_02,7,ascent,lr,27.885,29.075
AB15,stair_4_l_01_02,7,descent,lr,35.06,36.045
AB15,stair_4_l_01_03,7,ascent,lr,41.88,43.08
AB15,stair_4_l_01_03,7,descent,lr,49.5,50.58
AB15,stair_4_l_01_04,7,ascent,lr,56.225,57.515
AB15,stair_4_l_01_04,7,descent,lr,63.515,64.55
AB15,stair_4_l_01_05,7,ascent,lr,70.18,71.405
AB15,stair_4_l_01_05,7,descent,lr,77.545,78.635
AB15,stair_4_r_01_01,7,ascent,rl,11.95,14.38
AB15,stair_4_r_01_01,7,descent,rl,18.06,19.975
AB15,stair_4_r_01_02,7,ascent,rl,24.45,26.9
AB15,stair_4_r_01_02,7,descent,rl,30.83,32.86
AB15,stair_4_r_01_03,7,ascent,rl,37.415,39.725
AB15,stair_4_r_01_03,7,descent,rl,43.78,45.695
AB15,stair_4_r_01_04,7,ascent,rl,50.07,52.345
AB15,stair_4_r_01_04,7,descent,rl,56.44,58.41
AB15,stair_4_r_01_05,7,ascent,rl,62.79,64.935
AB15,stair_4_r_01_05,7,descent,rl,68.7,70.675
AB16,stair_1_l_01_01,4,ascent,lr,12.42,13.83
AB16,stair_1_l_01_01,4,descent,lr,20.935,22.225
AB16,stair_1_l_01_02,4,ascent,lr,29.345,30.78
AB16,stair_1_l_01_02,4,descent,lr,37.955,39.255
AB16,stair_1_l_01_03,4,ascent,lr,46.985,48.37
AB16,stair_1_l_01_03,4,descent,lr,55.995,57.29
AB16,stair_1_l_01_04,4,ascent,lr,64.67,66.025
AB16,stair_1_l_01_04,4,descent,lr,73.715,74.98
AB16,stair_1_l_01_05,4,ascent,lr,83.94,85.34
AB16,stair_1_l_01_05,4,descent,lr,92.525,93.875
AB16,stair_1_r_01_01,4,ascent,rl,10.115,12.955
AB16,stair_1_r_01_01,4,descent,rl,19.555,22.165
AB16,stair_1_r_01_02,4,ascent,rl,28.485,31.41
AB16,stair_1_r_01_02,4,descent,rl,39.22,41.92
AB16,stair_1_r_01_03,4,ascent,rl,49.665,52.59
AB16,stair_1_r_01_03,4,descent,rl,58.78,61.465
AB16,stair_1_r_01_04,4,ascent,rl,67.52,70.36
AB16,stair_1_r_01_04,4,descent,rl,77.11,79.79
AB16,stair_1_r_01_05,4,ascent,rl,85.82,88.68
AB16,stair_1_r_01_05,4,descent,rl,94.625,97.345
AB16,stair_2_l_01_01,5,ascent,lr,12.025,13.35
AB16,stair_2_l_01_01,5,descent,lr,20.05,21.3
AB16,stair_2_l_01_02,5,ascent,lr,28.09,29.455
AB16,stair_2_l_01_02,5,descent,lr,37.085,38.36
AB16,stair_2_l_01_03,5,ascent,lr,45.635,46.995
AB16,stair_2_l_01_03,5,descent,lr,54.055,55.32
AB16,stair_2_l_01_04,5,ascent,lr,62.715,64.11
AB16,stair_2_l_01_04,5,descent,lr,71.365,72.59
AB16,stair_2_l_01_05,5,ascent,lr,79.995,81.35
AB16,stair_2_l_01_05,5,descent,lr,88.37,89.705
AB16,stair_2_r_01_01,5,ascent,rl,11.24,13.92
AB16,stair_2_r_01_01,5,descent,rl,20.03,22.545
AB16,stair_2_r_01_02,5,ascent,rl,28.875,31.6
AB16,stair_2_r_01_02,5,descent,rl,37.415,40.005
AB16,stair_2_r_01_03,5,ascent,rl,45.495,48.2
AB16,stair_2_r_01_03,5,descent,rl,53.495,56.1
AB16,stair_2_r_01_04,5,ascent,rl,61.99,64.74
AB16,stair_2_r_01_04,5,descent,rl,70.22,72.68
AB16,stair_2_r_01_05,5,ascent,rl,78.745,81.465
AB16,stair_2_r_01_05,5,descent,rl,86.87,89.405
AB16,stair_3_l_01_01,6,ascent,lr,14.135,15.53
AB16,stair_3_l_01_01,6,descent,lr,22.365,23.595
AB16,stair_3_l_01_02,6,ascent,lr,30.4,31.8
AB16,stair_3_l_01_02,6,descent,lr,38.265,39.495
AB16,stair_3_l_01_03,6,ascent,lr,46.495,47.855
AB16,stair_3_l_01_03,6,descent,lr,54.545,55.86
AB16,stair_3_l_01_04,6,ascent,lr,62.66,63.96
AB16,stair_3_l_01_04,6,descent,lr,70.5,71.72
AB16,stair_3_l_01_05,6,ascent,lr,78.51,79.86
AB16,stair_3_l_01_05,6,descent,lr,86.325,87.505
AB16,stair_3_r_01_01,6,ascent,rl,11.18,13.865
AB16,stair_3_r_01_01,6,descent,rl,19.49,22
AB16,stair_3_r_01_02,6,ascent,rl,27.585,30.41
AB16,stair_3_r_01_02,6,descent,rl,36.53,39.085
AB16,stair_3_r_01_03,6,ascent,rl,44.64,47.365
AB16,stair_3_r_01_03,6,descent,rl,52.69,55.18
AB16,stair_3_r_01_04,6,ascent,rl,61.885,64.575
AB16,stair_3_r_01_04,6,descent,rl,69.495,72.07
AB16,stair_3_r_01_05,6,ascent,rl,79.975,82.765
AB16,stair_3_r_01_05,6,descent,rl,88.125,90.585
